Description,DamageType,DamageDice,MonsterId,ActionId
The oni magically polymorphs into a Small or Medium humanoid into a Large giant or back into its true form. Other than its size its statistics are the same in each form. The only equipment that is transformed is its glaive which shrinks so that it can be wielded in humanoid form. If the oni dies it reverts to its true form and its glaive reverts to its normal size.,,,212,17
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 9 (1d12 + 3) slashing damage.,Slashing,1d12+3,213,37
Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 30/120 ft. one target. Hit: 6 (1d6 + 3) piercing damage.,Piercing,1d6+3,213,43
The otyugh makes three attacks: one with its bite and two with its tentacles.,,,214,1
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 12 (2d8 + 3) piercing damage. If the target is a creature it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse the target must repeat the saving throw reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target's hit point maximum lasts until the disease is cured.,Piercing,2d8+3,214,6
Melee Weapon Attack: +6 to hit reach 10 ft. one target. Hit: 7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles each of which can grapple one target.,Bludgeoning,1d8+3,214,2
Melee Weapon Attack: +6 to hit reach 10 ft. one target. Hit: 7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles each of which can grapple one target.,Piercing,1d8,214,2
The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Constitution saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh's next turn. On a successful save the target takes half the bludgeoning damage and isn't stunned.,,,214,124
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 1 slashing damage.,Slashing,1,215,72
The owlbear makes two attacks: one with its beak and one with its claws.,,,216,1
Melee Weapon Attack: +7 to hit reach 5 ft. one creature. Hit: 10 (1d10 + 5) piercing damage.,Piercing,1d10+5,216,26
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 14 (2d8 + 5) slashing damage.,Slashing,2d8+5,216,38
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,217,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 4 (1d4 + 2) slashing damage.,Slashing,1d4+2,217,7
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) bludgeoning damage.,Bludgeoning,2d6+4,218,46
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 7 (1d10 + 2) piercing damage and the target must make a DC 11 Constitution saving throw taking 18 (4d8) poison damage on a failed save or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points the target is stable but poisoned for 1 hour even after regaining hit points and is paralyzed while poisoned in this way.,Piercing,1d10+2,219,6
The pit fiend makes four attacks: one with its bite one with its claw one with its mace and one with its tail.,,,220,1
Melee Weapon Attack: +14 to hit reach 5 ft. one target. Hit: 22 (4d6 + 8) piercing damage. The target must succeed on a DC 21 Constitution saving throw or become poisoned. While poisoned in this way the target can't regain hit points and it takes 21 (6d6) poison damage at the start of each of its turns. The poisoned target can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.,Piercing,4d6+8,220,6
Melee Weapon Attack: +14 to hit reach 10 ft.  one target. Hit: 17 (2d8 + 8) slashing damage.,Slashing,2d8+8,220,7
Melee Weapon Attack: +14 to hit reach 10ft. one target. Hit: 15 (2d6 + 8) bludgeoning damage plus 21 (6d6) fire damage.,Bludgeoning,2d6+8,220,60
Melee Weapon Attack: +14 to hit reach 10ft. one target. Hit: 24 (3d10 + 8) bludgeoning damage.,Bludgeoning,3d10+8,220,3
The planetar makes two melee attacks.,,,221,1
Melee Weapon Attack: +12 to hit reach 5 ft. one target. Hit: 21 (4d6 + 7) slashing damage plus 22 (5d8) radiant damage.,Slashing,4d6+7,221,79
Melee Weapon Attack: +12 to hit reach 5 ft. one target. Hit: 21 (4d6 + 7) slashing damage plus 22 (5d8) radiant damage.,Radiant,5d8,221,79
The planetar touches another creature. The target magically regains 30 (6d8 + 3) hit points and is freed from any curse disease poison blindness or deafness.,,,221,61
Melee Weapon Attack: +6 to hit reach 10 ft. one target. Hit: 14 (3d6 + 4) piercing damage.,Bludgeoning,3d6+4,222,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 1 piercing damage and the target must make a DC 10 Constitution saving throw taking 5 (2d4) poison damage on a failed save or half as much damage on a successful one.,Piercing,1,223,6
The bear makes two attacks: one with its bite and one with its claws.,,,224,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 9 (1d8 + 5) piercing damage.,Piercing,1d8+5,224,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 12 (2d6 + 5) slashing damage.,Slashing,2d6+5,224,38
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (2d4 + 2) bludgeoning damage.,Bludgeoning,2d4+2,225,46
Melee Weapon Attack: +2 to hit reach 5 ft. one target. Hit: 3 (1d6) bludgeoning damage.,Bludgeoning,1d6,226,60
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 4 (1d4 + 2) piercing damage.,Piercing,1d4+2,227,6
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 4 (1d4 + 2) piercing damage and the target must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. If the saving throw fails by 5 or more the target falls unconscious for the same duration or until it takes damage or another creature uses an action to shake it awake.,Piercing,1d4+2,227,41
The worm makes two attacks: one with its bite and one with its stinger.,,,228,1
"Melee Weapon Attack: +9 to hit reach 10 ft. one target. Hit: 22 (3d8 + 9) piercing damage. If the target is a Large or smaller creature it must succeed on a DC 19 Dexterity saving throw or be swallowed by the worm. A swallowed creature is blinded and restrained it has total cover against attacks and other effects outside the worm and it takes 21 (6d6) acid damage at the start of each of the worm's turns.
If the worm takes 30 damage or more on a single turn from a creature inside it the worm must succeed on a DC 21 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures which fall prone in a space within 10 feet of the worm. If the worm dies a swallowed creature is no longer restrained by it and can escape from the corpse by using 20 feet of movement exiting prone.",Piercing,3d8+9,228,6
Melee Weapon Attack: +9 to hit reach 10 ft. one creature. Hit: 19 (3d6 + 9) piercing damage and the target must make a DC 19 Constitution saving throw taking 42 (12d6) poison damage on a failed save or half as much damage on a successful one.,Piercing,3d6+9,228,125
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d4 + 3) piercing damage and the target must succeed on a DC 10 Constitution saving throw or take 5 (2d4) poison damage and become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.,Piercing,1d4+3,229,126
One creature of the quasit's choice within 20 ft. of it must succeed on a DC 10 Wisdom saving throw or be frightened for 1 minute. The target can repeat the saving throw at the end of each of its turns with disadvantage if the quasit is within line of sight ending the effect on itself on a success.,,,229,127
The quasit magically turns invisible until it attacks or uses Scare or until its concentration ends (as if concentrating on a spell). Any equipment the quasit wears or carries is invisible with it.,,,229,70
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 1 piercing damage.,Piercing,1,230,6
The rakshasa makes two claw attacks,,,231,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 9 (2d6 + 2) slashing damage and the target is cursed if it is a creature. The magical curse takes effect whenever the target takes a short or long rest filling the target's thoughts with horrible images and dreams. The cursed target gains no benefit from finishing a short or long rest. The curse lasts until it is lifted by a remove curse spell or similar magic.,Slashing,2d6+2,231,7
Melee Weapon Attack: +0 to hit reach 5 ft. one target. Hit: 1 piercing damage.,Piercing,1,232,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 1 piercing damage.,Piercing,1,233,26
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 9 (1d10 + 4) piercing damage plus 3 (1d6) fire damage.,Piercing,1d10+4,234,6
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 9 (1d10 + 4) piercing damage plus 3 (1d6) fire damage.,Fire,1d6,234,6
The dragon exhales fire in a 15-foot cone. Each creature in that area must make a DC l3 Dexterity saving throw taking 24 (7d6) fire damage on a failed save or half as much damage on a successful one.,Fire,7d6,234,13
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 6 (1d8 + 2) piercing damage.,Piercing,1d8+2,235,6
Melee Weapon Attack: +11 to hit reach 10 ft. one target. Hit: 40 (6d10 + 7) piercing damage plus 10 (3d6) fire damage. If the target is a creature it is grappled (escape DC 17). Until this grapple ends the target is restrained and the remorhaz can't bite another target.,Piercing,6d10+7,236,6
Melee Weapon Attack: +11 to hit reach 10 ft. one target. Hit: 40 (6d10 + 7) piercing damage plus 10 (3d6) fire damage. If the target is a creature it is grappled (escape DC 17). Until this grapple ends the target is restrained and the remorhaz can't bite another target.,Fire,3d6,236,6
"The remorhaz makes one bite attack against a Medium or smaller creature it is grappling. If the attack hits that creature takes the bite's damage and is swallowed and the grapple ends. While swallowed the creature is blinded and restrained it has total cover against attacks and other effects outside the remorhaz and it takes 21 (6d6) acid damage at the start of each of the remorhaz's turns.
If the remorhaz takes 30 damage or more on a single turn from a creature inside it the remorhaz must succeed on a DC 15 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures which fall prone in a space within 10 feet of the remorhaz. If the remorhaz dies a swallowed creature is no longer restrained by it and can escape from the corpse using 15 feet of movement exiting prone.",,,236,36
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 14 (2d8 + 5) bludgeoning damage.,Bludgeoning,2d8+5,237,73
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 8 (2d4 + 3) bludgeoning damage.,Bludgeoning,2d4+3,238,46
The roc makes two attacks: one with its beak and one with its talons.,,,239,1
Melee Weapon Attack: +13 to hit reach 10 ft. one target. Hit: 27 (4d8 + 9) piercing damage.,Piercing,4d8+9,239,26
Melee Weapon Attack: +13 to hit reach 5 ft. one target. Hit: 23 (4d6 + 9) slashing damage and the target is grappled (escape DC 19). Until this grapple ends the target is restrained and the roc can't use its talons on another target.,Slashing,4d6+9,239,72
The roper makes four attacks with its tendrils uses Reel and makes one attack with its bite.,,,240,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 22 (4d8 + 4) piercing damage.,Piercing,4d8+4,240,6
Melee Weapon Attack: +7 to hit reach 50 ft. one creature. Hit: The target is grappled (escape DC 15). Until the grapple ends the target is restrained and has disadvantage on Strength checks and Strength saving throws and the roper can't use the same tendril on another target.,,,240,128
The roper pulls each creature grappled by it up to 25 ft. straight toward it.,,,240,129
Melee Weapon Attack: +5 to hit reach 5 ft. one Medium or smaller creature. Hit: The creature is grappled (escape DC 13). Until this grapple ends the target is restrained blinded and at risk of suffocating and the rug can't smother another target. In addition at the start of each of the target's turns the target takes 10 (2d6 + 3) bludgeoning damage.,,,241,130
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 5 (1d8 + 1) piercing damage.,Piercing,1d8+1,242,6
"The rust monster corrodes a nonmagical ferrous metal object it can see within 5 feet of it. If the object isn't being worn or carried the touch destroys a 1-foot cube of it. If the object is being worn or carried by a creature the creature can make a DC 11 Dexterity saving throw to avoid the rust monster's touch.
If the object touched is either metal armor or a metal shield being worn or carried its takes a permanent and cumulative -1 penalty to the AC it offers. Armor reduced to an AC of 10 or a shield that drops to a +0 bonus is destroyed. If the object touched is a held metal weapon it rusts as described in the Rust Metal trait.",,,242,131
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 10 (1d10 + 5) piercing damage.,Piercing,1d10+5,243,6
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 12 (2d6 + 5) slashing damage.,Slashing,2d6+5,243,7
The sahuagin makes two melee attacks: one with its bite and one with its claws or spear.,,,244,1
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 3 (1d4 + 1) piercing damage.,Piercing,1d4+1,244,6
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 3 (1d4 + 1) slashing damage.,Slashing,1d4+1,244,38
Melee or Ranged Weapon Attack: +3 to hit reach 5 ft. or range 20/60 ft. one target. Hit: 4 (1d6 + 1) piercing damage or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.,,,244,89
The salamander makes two attacks: one with its spear and one with its tail.,,,245,1
Melee or Ranged Weapon Attack: +7 to hit reach 5 ft. or range 20 ft./60 ft. one target. Hit: 11 (2d6 + 4) piercing damage or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack plus 3 (1d6) fire damage.,,,245,89
